Student_ID,Age,Gender,Study_Hours_Per_Day,Sleep_Hours_Per_Night,Screen_Time_Hours,Social_Media_Hours,Attendance_Percentage,Assignments_Completed,Class_Participation_Score,Physical_Activity_Hours_Per_Week,Stress_Level,Motivation_Level,Internet_Quality,Part_Time_Job,Extracurricular_Involvement,AI_Tool_Usage_Hours_Per_Week,Previous_Semester_GPA,Productivity_Score,Performance_Category,Sleep_Debt,Digital_Overload,Academic_Pressure,Lifestyle_Balance,Burnout_Risk_Score,Burnout_Label,Burnout_Label_v2
1834,22.0,0,3.9,5.4,2.8,3.7,88.6,61.8,9.7,1.2,4.7,8.8,1,0,1.5,3.4,6.64,62.03,2,0.5999999999999996,6.5,1.4898,5.571428571428572,-0.166728571428572,0,0
1835,23.0,0,4.3,6.3,10.5,1.2,87.6,83.1,9.3,7.1,5.1,3.6,1,0,4.3,8.4,9.73,72.1,0,0.0,11.7,0.7267000000000001,7.314285714285714,1.2657642857142848,0,1
1836,21.0,1,4.7,9.2,5.6,6.5,87.8,55.1,8.8,5.0,5.8,5.9,1,0,2.2,3.6,7.03,55.75,2,0.0,12.1,2.1103,9.914285714285713,0.1111642857142873,0,0
1837,17.0,0,1.1,7.5,5.0,6.5,98.3,54.5,5.4,1.5,4.6,10.0,2,0,5.9,22.3,6.12,48.07,2,0.0,11.5,0.5005,7.714285714285714,-5.3335357142857145,0,0
1838,19.0,0,4.6,8.0,5.5,1.5,57.5,71.3,3.8,2.9,8.4,8.7,2,0,1.9,2.3,6.78,56.31,2,0.0,7.0,1.3202,8.414285714285715,-3.603985714285715,0,1
1839,24.0,1,2.1,5.5,4.4,1.9,63.7,72.5,3.4,2.2,10.0,5.1,0,1,2.5,3.7,4.74,30.35,1,0.5,6.300000000000001,0.5775000000000001,5.814285714285714,-1.668035714285713,0,1
1840,18.0,1,2.6,7.9,6.0,6.9,87.3,61.6,3.1,2.1,6.5,4.2,2,1,4.8,5.3,4.56,47.28,2,0.0,12.9,0.9984,8.200000000000001,-0.2724000000000015,0,1
1841,19.0,1,5.6,5.2,6.1,5.5,90.6,70.3,5.8,4.2,4.4,7.4,0,1,5.7,4.8,8.74,64.78,0,0.7999999999999998,11.6,1.6632000000000002,5.8,4.8748,0,0
1842,20.0,0,8.2,4.4,6.0,2.3,88.5,99.0,9.9,3.4,6.6,5.2,1,0,0.0,7.2,6.72,46.33,1,1.5999999999999996,8.3,0.082,4.885714285714286,6.547285714285714,0,1
1843,20.0,0,4.3,7.9,2.8,3.8,100.0,74.3,2.4,1.5,3.0,9.8,1,0,3.9,5.6,6.37,80.93,0,0.0,6.6,1.1051,8.114285714285714,-4.616635714285716,0,0
1844,21.0,0,2.6,8.9,8.2,0.5,68.1,54.3,6.0,7.5,2.5,7.3,1,0,6.8,3.1,4.98,61.94,2,0.0,8.7,1.1882,9.971428571428572,-5.409128571428573,0,0
1845,24.0,2,4.6,6.7,4.6,7.0,84.8,75.4,5.3,4.7,5.3,2.2,0,1,6.0,5.0,5.06,50.06,2,0.0,11.6,1.1316,7.371428571428572,2.7059714285714267,0,1
1846,18.0,1,6.1,6.3,4.4,3.1,79.1,36.9,3.4,3.2,8.3,2.9,1,1,4.7,0.5,7.55,38.56,1,0.0,7.5,3.8491,6.757142857142857,6.196507142857142,1,1
1847,17.0,0,5.4,9.2,4.2,4.1,88.1,100.0,5.4,2.5,8.6,3.6,2,0,4.8,4.2,7.0,67.79,0,0.0,8.3,0.0,9.557142857142855,-2.887142857142856,1,1
1848,18.0,0,9.7,6.7,3.4,1.3,84.9,53.6,8.8,1.8,6.4,4.2,2,1,2.5,2.0,5.97,47.57,2,0.0,4.7,4.500799999999999,6.957142857142857,7.80405714285714,0,1
1849,20.0,1,2.8,6.9,6.7,1.0,73.3,78.7,6.5,7.1,7.0,5.8,0,1,4.0,9.0,7.82,69.31,0,0.0,7.7,0.5963999999999998,7.914285714285715,-3.829685714285714,0,1
1850,21.0,2,4.7,9.2,8.2,3.8,85.0,77.9,7.4,1.5,6.0,7.1,0,1,4.4,7.4,5.77,56.28,2,0.0,12.0,1.0387,9.414285714285713,-1.6462357142857131,0,1
1851,18.0,1,7.3,6.5,4.2,6.4,81.1,60.9,8.4,2.7,5.3,3.3,0,0,7.7,1.9,8.08,52.05,2,0.0,10.6,2.8543,6.885714285714286,6.885735714285714,0,1
1852,23.0,0,7.2,6.1,1.4,2.0,81.7,98.4,6.9,2.7,2.9,3.0,1,0,5.5,10.5,9.34,81.4,0,0.0,3.4,0.1151999999999993,6.485714285714286,-0.3529142857142862,0,1
1853,23.0,0,0.3,8.1,3.4,1.2,94.7,100.0,6.0,2.0,8.1,3.6,0,1,5.2,9.9,6.16,58.26,2,0.0,4.6,0.0,8.385714285714286,-7.645714285714286,1,1
1854,23.0,0,4.2,6.1,4.9,3.5,100.0,61.5,6.2,2.9,4.6,5.0,0,1,2.0,2.3,3.3,48.46,2,0.0,8.4,1.6170000000000002,6.514285714285714,0.9712142857142876,0,0
1855,24.0,0,7.2,6.8,2.9,5.9,55.1,87.8,3.6,8.1,7.3,7.3,1,0,4.2,7.2,6.46,52.14,2,0.0,8.8,0.8784,7.957142857142857,-0.1295428571428565,0,1
1856,18.0,1,10.0,5.3,4.5,1.9,96.8,57.2,6.1,1.5,5.4,3.6,0,0,2.4,10.6,8.43,44.8,1,0.7000000000000002,6.4,4.279999999999999,5.514285714285714,11.705714285714285,0,1
1857,22.0,0,5.6,7.2,4.6,2.6,88.4,98.8,6.0,0.9,3.4,7.1,0,0,3.1,13.3,7.05,64.26,0,0.0,7.199999999999999,0.0672,7.328571428571429,-2.6977714285714294,0,0
1858,20.0,1,3.5,7.1,6.0,4.5,70.4,97.8,8.9,4.0,3.7,4.8,1,1,5.5,4.4,9.19,67.58,0,0.0,10.5,0.077,7.671428571428571,-1.905928571428571,0,0
1859,23.0,0,2.2,8.3,2.4,4.7,75.3,93.2,5.3,3.5,4.2,4.0,1,1,5.5,0.2,7.58,68.79,0,0.0,7.1,0.1495999999999999,8.8,-5.265600000000001,0,1
1860,22.0,0,8.6,8.1,7.5,2.5,91.5,45.2,5.3,1.0,5.7,5.2,1,0,3.1,2.8,5.12,38.75,1,0.0,10.0,4.7128000000000005,8.242857142857142,8.10634285714286,0,1
1861,22.0,0,5.7,7.7,6.0,5.0,80.7,65.2,2.7,7.9,8.1,5.4,1,0,3.4,1.7,7.83,49.96,2,0.0,11.0,1.9836,8.82857142857143,1.5068285714285716,0,1
1862,21.0,1,2.5,7.5,9.6,4.0,79.4,65.5,7.4,2.1,7.1,9.5,1,1,3.0,3.8,8.11,59.92,2,0.0,13.6,0.8624999999999999,7.8,-2.45625,0,1
1863,18.0,0,3.8,6.9,4.5,3.0,71.1,64.3,2.8,4.1,3.8,6.9,2,1,3.8,1.6,8.26,58.6,2,0.0,7.5,1.3565999999999998,7.485714285714286,-2.1108142857142864,0,0
1864,20.0,0,4.8,7.8,7.7,4.6,70.1,98.9,4.9,6.9,2.6,3.4,2,0,4.2,5.6,8.6,63.8,0,0.0,12.3,0.0527999999999995,8.785714285714285,-0.416514285714286,0,1
1865,25.0,0,5.3,5.6,7.4,4.4,67.4,42.4,4.4,3.5,7.0,9.6,1,0,3.2,2.9,6.68,42.22,1,0.4000000000000003,11.8,3.0528000000000004,6.1,4.619200000000002,0,1
1866,24.0,1,2.4,3.9,5.9,1.1,73.4,82.0,8.0,10.0,9.8,9.0,0,0,4.2,5.3,5.09,51.07,2,2.1,7.0,0.4320000000000001,5.328571428571428,0.4394285714285724,0,1
1867,16.0,1,3.0,8.5,6.4,5.7,78.3,88.4,7.1,1.0,7.6,3.6,1,0,7.3,6.2,8.3,66.1,0,0.0,12.1,0.348,8.642857142857142,-1.470857142857141,1,1
1868,18.0,1,0.9,7.9,7.7,3.6,84.6,62.4,7.6,1.8,10.0,3.5,2,0,2.6,7.7,8.67,39.97,1,0.0,11.3,0.3384,8.157142857142858,-3.029542857142858,1,1
1869,17.0,0,6.3,6.8,8.2,5.5,69.3,84.1,8.1,5.1,4.4,4.6,1,0,5.4,7.2,6.77,62.62,2,0.0,13.7,1.0017000000000005,7.528571428571428,3.563978571428572,0,0
1870,22.0,0,3.5,8.4,4.0,3.1,89.8,83.0,4.6,4.1,5.5,6.0,2,0,6.3,6.2,7.06,69.89,0,0.0,7.1,0.5950000000000002,8.985714285714286,-4.743214285714286,0,0
1871,23.0,2,5.1,6.0,7.9,3.4,68.2,70.1,4.1,1.9,8.4,7.6,2,1,5.7,6.1,5.78,37.65,1,0.0,11.3,1.5249,6.271428571428571,1.9459214285714288,0,1
1872,18.0,1,7.0,6.1,10.2,3.7,90.0,94.6,2.3,3.4,1.9,7.6,0,0,1.9,2.8,6.5,41.39,1,0.0,13.9,0.3780000000000003,6.585714285714285,2.731285714285716,0,0
1873,20.0,1,4.6,5.9,8.2,4.0,68.7,65.2,6.3,3.9,6.3,6.6,1,0,5.9,5.2,6.53,59.9,2,0.0999999999999996,12.2,1.6007999999999998,6.457142857142857,2.624057142857141,0,1
1874,23.0,0,4.0,7.7,9.8,5.8,100.0,94.6,4.3,2.6,6.2,5.3,1,0,5.1,4.4,7.16,61.54,2,0.0,15.6,0.2160000000000002,8.071428571428571,0.6025714285714305,0,1
1875,22.0,0,4.6,4.9,1.0,3.8,88.4,77.4,7.0,2.7,8.6,6.6,1,0,7.0,10.7,7.18,66.05,0,1.0999999999999996,4.8,1.0396,5.285714285714287,1.2536857142857132,0,1
1876,20.0,0,4.3,6.0,7.5,2.9,90.9,69.4,8.6,0.3,3.4,5.2,1,0,5.8,8.5,5.38,53.77,2,0.0,10.4,1.3157999999999996,6.042857142857143,1.970842857142857,0,0
1877,21.0,0,6.7,7.4,6.7,4.8,77.8,71.0,8.0,5.4,5.0,5.1,0,0,3.8,4.8,3.58,57.48,2,0.0,11.5,1.9430000000000005,8.171428571428573,3.3030714285714278,0,0
1878,20.0,1,4.8,5.4,8.6,3.8,87.9,50.0,6.3,1.7,4.0,5.6,1,0,6.6,12.6,4.81,42.56,1,0.5999999999999996,12.4,2.4,5.642857142857143,6.397142857142854,0,0
1879,19.0,0,3.1,6.1,3.2,8.3,63.7,68.5,6.2,1.2,5.3,6.4,1,0,0.8,3.9,6.66,42.06,1,0.0,11.5,0.9764999999999998,6.271428571428571,0.2233214285714275,0,0
1880,21.0,0,6.3,4.1,4.7,3.5,67.3,54.8,6.0,2.1,2.8,7.0,1,0,2.7,2.4,5.89,32.25,1,1.9000000000000004,8.2,2.8476000000000004,4.4,9.311400000000004,0,1
1881,22.0,0,4.2,7.8,8.3,5.2,76.0,79.8,10.0,3.1,6.7,3.7,1,0,4.8,7.3,6.19,53.41,2,0.0,13.5,0.8484000000000004,8.242857142857142,1.289742857142858,0,1
1882,23.0,1,1.5,6.1,3.4,4.6,99.7,91.2,4.7,1.0,5.9,5.6,1,1,0.0,6.2,7.66,52.72,2,0.0,8.0,0.1319999999999999,6.242857142857143,-3.644857142857143,0,0
1883,21.0,1,7.3,5.6,6.6,0.0,93.1,83.2,6.2,1.0,4.9,6.1,0,0,4.7,3.8,6.92,56.71,2,0.4000000000000003,6.6,1.2263999999999995,5.742857142857143,2.986742857142856,0,0
1884,22.0,1,4.9,5.3,6.0,1.7,50.9,62.2,5.6,3.0,5.6,5.9,1,1,3.1,7.4,6.74,48.47,2,0.7000000000000002,7.7,1.8522,5.728571428571429,3.269728571428571,0,0
1885,18.0,0,4.8,6.5,5.5,2.2,67.2,70.2,4.3,3.0,6.5,1.9,0,0,2.9,2.4,6.46,38.69,1,0.0,7.7,1.4303999999999997,6.928571428571429,1.957028571428571,0,1
1886,20.0,1,6.2,4.9,7.4,0.3,78.9,80.0,5.2,1.3,8.8,5.7,1,0,1.3,3.1,5.1,34.89,1,1.0999999999999996,7.7,1.2399999999999998,5.085714285714286,4.934285714285712,0,1
1887,16.0,1,3.1,9.5,3.2,2.3,96.3,80.9,6.1,3.0,5.3,5.1,2,0,4.3,3.6,4.4,59.84,2,0.0,5.5,0.5920999999999998,9.928571428571429,-6.360421428571429,0,0
1888,18.0,1,6.1,3.9,4.0,0.5,83.2,100.0,3.4,3.4,8.4,4.1,1,0,3.7,2.2,5.82,30.72,1,2.1,4.5,0.0,4.385714285714285,4.894285714285715,0,1
1889,22.0,0,3.4,6.4,5.7,1.0,47.0,86.2,9.6,7.4,3.7,7.3,0,0,2.6,4.9,8.18,57.53,2,0.0,6.7,0.4692,7.457142857142857,-4.333342857142858,0,0
1890,25.0,1,1.3,7.1,3.0,3.4,64.8,77.7,7.6,2.2,4.1,6.0,0,0,6.8,1.6,8.63,61.71,2,0.0,6.4,0.2899,7.414285714285714,-5.7394357142857135,0,0
1891,17.0,0,2.2,6.0,9.1,6.5,89.4,76.9,8.4,1.6,5.6,6.7,1,0,6.4,0.6,7.23,50.38,2,0.0,15.6,0.5082,6.228571428571429,0.7437285714285715,0,0
1892,19.0,1,5.3,7.3,4.0,0.5,82.7,68.7,5.6,1.6,8.2,3.4,0,0,3.6,11.8,6.5,56.03,2,0.0,4.5,1.6588999999999996,7.528571428571428,-0.2502214285714295,1,1
1893,23.0,1,2.3,6.0,8.0,0.8,81.8,75.0,5.3,1.2,1.8,3.8,2,1,5.8,8.9,3.5,48.27,2,0.0,8.8,0.575,6.171428571428572,-0.9689285714285716,0,1
1894,18.0,0,7.4,9.0,3.8,2.0,94.5,87.9,5.5,3.0,1.0,9.0,1,0,0.9,0.6,4.4,79.95,0,0.0,5.8,0.8954,9.428571428571429,-3.765471428571429,0,0
1895,20.0,1,6.6,5.5,7.8,2.7,75.5,62.3,4.5,7.6,8.8,8.9,0,1,2.8,7.8,6.64,49.32,2,0.5,10.5,2.4882,6.585714285714285,4.226585714285714,0,1
1896,22.0,1,6.9,3.9,2.0,0.2,89.1,82.4,8.9,2.9,5.2,7.4,1,0,0.0,4.7,6.38,55.24,2,2.1,2.2,1.2143999999999997,4.314285714285714,4.627314285714287,0,0
1897,21.0,1,4.2,5.3,9.5,1.7,100.0,73.0,9.1,0.4,4.1,4.0,1,0,4.5,3.9,7.97,60.4,2,0.7000000000000002,11.2,1.134,5.357142857142857,4.703857142857143,0,1
1898,18.0,0,4.7,7.5,8.8,1.6,82.9,100.0,7.2,1.4,6.1,7.5,2,0,1.9,9.8,6.83,69.24,0,0.0,10.4,0.0,7.7,-2.4899999999999998,0,1
1899,19.0,0,1.8,6.8,4.6,3.6,68.4,80.3,9.7,5.3,4.2,6.0,1,0,3.6,0.6,7.51,75.3,0,0.0,8.2,0.3546000000000001,7.557142857142857,-4.485242857142857,0,0
1900,22.0,1,6.2,8.0,3.9,3.8,74.5,80.9,10.0,1.4,5.5,10.0,0,1,6.9,20.2,8.43,73.71,0,0.0,7.699999999999999,1.1841999999999997,8.2,-2.6137,0,0
1901,20.0,1,5.0,7.7,7.1,2.7,68.3,59.6,10.0,1.9,4.9,3.7,0,0,2.0,1.9,6.3,50.25,2,0.0,9.8,2.02,7.9714285714285715,2.108571428571428,0,1
1902,16.0,2,5.3,6.2,2.2,2.3,50.9,100.0,5.0,2.9,4.7,10.0,0,0,6.9,2.3,6.04,58.88,2,0.0,4.5,0.0,6.614285714285715,-5.1242857142857146,0,0
1903,22.0,0,7.6,6.4,6.1,1.7,69.7,84.1,0.7,2.1,1.3,1.8,1,1,1.8,8.3,8.19,48.65,2,0.0,7.8,1.2084,6.7,4.1926,0,1
1904,16.0,1,3.0,6.5,4.0,3.1,88.3,99.6,7.6,6.2,3.2,9.2,1,0,4.5,19.0,7.49,85.74,0,0.0,7.1,0.012,7.385714285714286,-6.017714285714286,0,0
1905,22.0,0,3.9,9.4,5.4,1.2,80.1,71.7,6.9,1.0,7.9,5.0,0,0,3.8,8.4,6.03,62.94,2,0.0,6.6000000000000005,1.1036999999999997,9.542857142857144,-3.967307142857143,0,1
1906,18.0,0,4.9,7.9,4.4,5.8,97.7,75.0,6.2,1.8,7.2,7.5,0,0,6.1,3.9,4.54,60.23,2,0.0,10.2,1.225,8.157142857142858,-1.0496428571428584,0,1
1907,20.0,0,2.3,9.5,4.0,0.3,81.9,50.3,5.5,1.1,6.0,3.5,0,0,3.9,8.8,5.23,43.65,1,0.0,4.3,1.1431,9.657142857142857,-5.702492857142857,0,1
1908,19.0,1,3.8,8.1,10.3,1.8,91.5,100.0,9.0,2.1,7.3,8.4,0,0,1.4,3.0,6.95,67.39,0,0.0,12.1,0.0,8.4,-3.5100000000000007,0,1
1909,19.0,1,5.2,6.9,8.0,4.6,57.1,81.6,2.6,1.0,5.7,4.1,1,0,8.2,2.4,7.33,45.27,1,0.0,12.6,0.9568000000000004,7.042857142857144,2.802342857142857,0,0
1910,17.0,1,3.5,5.7,2.3,2.3,74.3,100.0,9.4,3.2,1.7,4.0,0,0,8.7,2.0,4.33,66.69,0,0.2999999999999998,4.6,0.0,6.1571428571428575,-2.457142857142858,0,1
1911,19.0,0,6.8,7.3,3.8,4.2,76.5,68.7,9.8,2.1,3.1,8.8,1,0,1.0,5.0,7.86,81.75,0,0.0,8.0,2.1284,7.6,0.6326,0,0
1912,23.0,0,1.2,6.9,8.1,6.1,69.3,83.5,6.3,3.9,6.6,3.0,0,1,5.8,10.5,5.76,45.6,1,0.0,14.2,0.198,7.457142857142857,-0.600142857142858,0,1
1913,25.0,1,6.4,6.9,8.4,4.5,99.8,92.9,6.6,4.3,1.7,4.3,2,1,3.6,0.6,4.44,64.07,0,0.0,12.9,0.4543999999999997,7.514285714285714,2.5873142857142857,0,0
1914,19.0,0,5.5,6.7,2.5,0.8,54.9,80.9,3.4,0.9,3.7,9.1,1,0,2.2,11.3,5.03,58.76,2,0.0,3.3,1.0504999999999998,6.828571428571429,-3.752821428571429,0,0
1915,20.0,0,3.1,4.3,7.7,0.9,78.5,69.0,8.2,2.4,3.9,6.8,0,0,0.8,6.2,7.68,46.39,1,1.7000000000000002,8.6,0.9610000000000002,4.642857142857142,3.578642857142859,0,0
1916,22.0,2,2.4,8.6,6.7,2.7,94.7,66.5,8.8,1.5,6.1,7.5,0,0,6.3,1.4,9.43,73.74,0,0.0,9.4,0.8039999999999999,8.814285714285713,-4.738285714285713,0,1
1917,24.0,0,0.0,6.9,1.1,3.8,89.9,68.8,7.7,2.4,5.1,4.9,0,0,6.0,7.4,8.53,62.38,2,0.0,4.9,0.0,7.242857142857143,-7.242857142857143,0,0
1918,21.0,2,2.6,5.2,5.0,5.2,75.1,100.0,3.3,2.4,5.9,3.0,1,0,5.7,4.7,7.57,32.26,1,0.7999999999999998,10.2,0.0,5.542857142857143,1.7371428571428569,0,1
1919,19.0,1,6.3,7.6,5.7,1.6,68.3,63.8,2.5,0.6,6.5,5.7,0,0,5.8,4.6,8.6,41.6,1,0.0,7.300000000000001,2.2806,7.685714285714285,1.5751857142857155,0,1
1920,19.0,0,4.1,5.9,6.1,2.1,94.2,39.2,5.5,4.6,6.3,6.0,2,1,0.4,5.2,5.86,40.68,1,0.0999999999999996,8.2,2.4928,6.557142857142858,1.7620571428571408,0,1
1921,22.0,0,6.5,7.7,2.7,2.5,73.2,75.7,6.2,2.5,7.4,4.8,1,0,3.9,3.1,7.99,57.93,2,0.0,5.2,1.5795,8.057142857142857,-0.2878928571428552,0,1
1922,16.0,1,3.0,8.1,4.1,2.5,69.2,75.4,8.2,3.2,5.9,5.6,0,1,2.6,8.4,5.77,61.67,2,0.0,6.6,0.738,8.557142857142857,-4.550142857142856,0,0
1923,21.0,1,5.6,8.3,4.4,5.7,93.0,69.3,5.5,3.8,3.3,6.8,0,0,6.1,5.9,4.16,62.11,2,0.0,10.1,1.7192000000000005,8.842857142857143,-0.1340571428571428,0,0
1924,19.0,2,2.8,6.8,4.7,2.8,84.0,63.8,8.3,1.4,2.8,4.4,0,0,2.0,2.3,8.32,59.99,2,0.0,7.5,1.0135999999999998,7.0,-1.689600000000001,0,0
1925,23.0,1,2.3,6.5,4.7,3.3,75.4,70.1,8.5,1.2,6.4,7.0,0,0,9.1,5.7,5.2,58.55,2,0.0,8.0,0.6877000000000001,6.671428571428572,-3.299878571428572,0,1
1926,17.0,0,4.0,6.2,5.7,4.6,84.2,51.2,7.0,3.9,5.3,8.7,1,0,4.8,6.2,5.76,55.87,2,0.0,10.3,1.952,6.757142857142857,0.1708571428571419,0,0
1927,21.0,1,2.9,6.1,6.8,5.9,85.8,100.0,7.9,4.7,5.5,7.1,1,1,7.4,3.4,7.33,68.35,0,0.0,12.7,0.0,6.771428571428571,-1.6514285714285712,0,0
1928,20.0,1,1.1,7.0,10.4,2.9,79.3,79.4,5.1,5.6,4.0,9.0,0,0,0.7,9.1,5.84,55.76,2,0.0,13.3,0.2265999999999999,7.8,-4.4301,0,0
1929,21.0,1,3.8,6.7,8.2,5.3,82.0,77.1,3.5,4.4,5.3,8.2,0,1,2.8,1.8,7.58,61.61,2,0.0,13.5,0.8702000000000003,7.328571428571429,-0.3332714285714271,0,0
1930,16.0,1,4.4,5.9,9.3,6.3,51.9,93.9,4.7,2.0,2.2,8.1,0,1,0.0,6.6,3.83,40.55,1,0.0999999999999996,15.6,0.2683999999999997,6.185714285714286,1.6868857142857134,0,0
1931,21.0,0,6.7,5.5,4.8,2.8,78.6,100.0,4.2,5.0,2.4,4.7,0,1,2.3,3.6,7.46,61.28,2,0.5,7.6,0.0,6.214285714285714,1.5957142857142856,0,0
1932,21.0,0,6.1,6.9,3.5,2.0,71.7,67.8,8.7,1.6,10.0,8.1,0,0,6.7,3.2,7.44,67.01,0,0.0,5.5,1.9642,7.128571428571429,-0.602271428571429,0,1
1933,21.0,1,6.6,6.4,8.0,6.9,69.6,80.5,7.9,2.5,1.0,6.0,0,1,4.8,2.9,4.77,43.11,1,0.0,14.9,1.2869999999999997,6.757142857142857,4.903357142857142,0,0
1934,21.0,1,5.6,5.5,6.0,5.0,71.1,89.4,1.5,7.2,3.2,9.2,1,1,7.9,6.6,7.12,71.55,0,0.5,11.0,0.5935999999999999,6.5285714285714285,0.741828571428572,0,0
1935,21.0,1,4.9,8.1,7.8,3.0,73.5,87.4,6.4,1.5,2.9,9.6,1,0,7.0,10.2,6.15,71.67,0,0.0,10.8,0.6173999999999995,8.314285714285713,-2.868185714285713,0,0
1936,23.0,1,1.7,7.0,3.8,4.2,76.1,91.3,2.1,13.1,2.9,8.0,0,1,7.5,8.3,6.19,66.38,0,0.0,8.0,0.1479000000000001,8.871428571428572,-7.289578571428572,0,0
1937,18.0,0,4.5,8.3,7.6,1.1,82.2,91.5,3.6,5.9,4.5,6.5,0,0,2.4,6.2,5.12,64.95,0,0.0,8.7,0.3824999999999998,9.142857142857144,-3.869107142857144,0,0
1938,23.0,1,5.4,6.1,5.6,5.0,70.5,67.6,7.8,5.4,2.6,6.8,1,1,0.2,0.8,9.82,62.1,2,0.0,10.6,1.7496000000000005,6.871428571428571,1.9729714285714297,0,0
1939,20.0,1,7.1,6.9,4.8,0.0,86.7,96.5,2.2,3.2,7.0,6.5,0,0,1.9,1.1,5.54,70.95,0,0.0,4.8,0.2485000000000002,7.357142857142858,-2.1543928571428577,0,1
1940,17.0,0,5.6,9.0,5.1,4.9,89.6,73.0,3.0,0.6,5.7,6.0,2,1,0.0,1.1,7.08,46.84,2,0.0,10.0,1.512,9.085714285714284,-0.3377142857142861,0,0
1941,16.0,1,6.7,5.5,7.2,1.7,89.4,80.1,3.7,2.4,6.5,3.9,0,1,1.6,7.9,6.08,47.96,2,0.5,8.9,1.3333000000000004,5.842857142857143,5.017092857142858,0,1
1942,19.0,1,2.1,8.0,7.9,0.0,92.2,86.1,2.5,1.9,6.0,7.4,1,0,0.0,8.1,5.57,58.14,2,0.0,7.9,0.2919,8.271428571428572,-5.9035785714285725,0,1
1943,22.0,1,3.5,5.1,5.1,0.0,72.6,62.2,2.9,2.8,3.9,4.5,0,0,2.9,6.2,6.46,48.86,2,0.9000000000000004,5.1,1.323,5.5,1.384500000000001,0,0
1944,22.0,0,5.1,9.2,6.9,2.1,76.5,82.8,5.9,2.3,3.8,6.6,1,0,6.0,9.9,4.03,71.09,0,0.0,9.0,0.8772000000000002,9.528571428571428,-2.932771428571427,0,0
1945,22.0,0,6.5,6.4,6.9,4.3,83.2,86.2,2.3,2.2,8.4,5.2,0,0,10.0,6.4,5.89,58.22,2,0.0,11.2,0.897,6.714285714285714,2.831214285714284,0,1
1946,20.0,0,3.9,9.9,7.8,0.5,74.5,40.9,5.5,6.8,5.7,3.9,2,1,4.3,13.8,5.34,42.96,1,0.0,8.3,2.3049,10.871428571428572,-2.094078571428571,0,1
1947,20.0,1,4.0,9.2,8.5,0.8,64.9,100.0,6.0,1.9,5.8,4.5,1,0,6.4,4.8,7.87,61.87,2,0.0,9.3,0.0,9.471428571428572,-3.871428571428571,0,0
1948,17.0,1,5.6,6.9,10.5,2.1,73.5,60.3,7.7,4.6,5.7,10.0,0,0,8.8,9.1,7.95,69.95,0,0.0,12.6,2.2232,7.557142857142858,1.557657142857141,0,0
1949,19.0,0,1.9,6.1,4.8,4.5,100.0,79.9,8.0,10.9,5.7,4.5,1,0,6.4,6.7,6.05,67.33,0,0.0,9.3,0.3818999999999999,7.657142857142857,-3.164292857142856,0,0
1950,20.0,0,7.4,7.3,9.7,4.7,70.3,100.0,3.0,6.1,2.3,4.6,1,1,5.0,4.8,4.17,53.49,2,0.0,14.4,0.0,8.17142857142857,2.6485714285714304,0,0
1951,17.0,2,2.4,6.8,6.3,3.3,80.2,86.8,3.1,4.9,6.3,4.0,2,0,2.0,5.9,4.73,43.58,1,0.0,9.6,0.3168,7.5,-2.3048,0,1
1952,18.0,1,0.4,6.5,3.3,4.8,72.9,93.7,3.0,1.8,10.0,6.5,0,0,3.4,3.2,9.8,44.6,1,0.0,8.1,0.0251999999999999,6.757142857142857,-5.599342857142857,0,1
1953,21.0,1,4.2,4.8,4.4,4.2,87.2,95.0,7.7,1.3,5.7,5.4,2,0,7.0,1.8,7.52,51.58,2,1.2000000000000002,8.600000000000001,0.2100000000000002,4.985714285714286,2.689285714285716,0,0
1954,22.0,0,7.6,6.3,7.2,2.2,84.5,66.1,6.8,2.1,9.3,2.2,0,0,4.7,3.6,5.97,54.04,2,0.0,9.4,2.5764000000000005,6.6,6.944600000000001,1,1
1955,25.0,0,5.4,5.6,7.8,4.6,89.2,56.3,5.2,2.2,5.8,9.3,0,0,2.6,6.1,8.73,57.23,2,0.4000000000000003,12.4,2.3598000000000003,5.914285714285714,4.295414285714285,0,0
1956,24.0,0,4.2,7.7,3.5,0.7,100.0,82.5,3.4,5.2,6.2,1.0,1,0,0.5,6.0,7.93,65.76,0,0.0,4.2,0.7350000000000002,8.442857142857143,-2.380357142857142,0,1
1957,21.0,0,4.3,8.3,4.1,3.9,90.7,87.8,6.3,1.5,6.2,3.9,2,1,3.8,1.1,6.16,62.34,2,0.0,8.0,0.5246,8.514285714285714,-2.237385714285714,0,1
1958,19.0,2,3.9,8.0,4.7,0.9,91.7,94.9,9.0,5.6,1.2,5.3,1,0,2.0,2.0,8.29,78.95,0,0.0,5.6000000000000005,0.1988999999999997,8.8,-5.23165,0,0
1959,21.0,0,1.1,7.0,3.8,3.3,100.0,89.1,8.9,0.6,2.2,7.7,2,0,6.8,7.6,4.65,72.86,0,0.0,7.1,0.1199000000000001,7.085714285714285,-6.325864285714285,0,0
1960,22.0,0,0.0,5.9,1.3,5.2,86.4,66.1,2.8,2.4,5.1,4.6,0,1,0.8,7.1,6.7,40.11,1,0.0999999999999996,6.5,0.0,6.242857142857143,-5.092857142857143,0,0
1961,17.0,2,4.6,7.3,1.0,3.4,74.9,90.8,8.4,6.0,9.3,4.5,0,0,7.9,0.6,7.68,61.43,2,0.0,4.4,0.4232000000000003,8.157142857142857,-3.892342857142856,0,1
